Package_Name,Total_Entries,Unique_C-COMM,Python_Related_Process,State_Transition,Local_IP_Address_Access,Remote_IP_Address_Access,Local_Port_Access,Remote_Port_Access,Level
importantpackage-0.1.23.tar.gz,437,15,133,"{'SYN_SENT -> ->': 93, 'FIN_WAIT1 -> ->': 73, 'ESTABLISHED -> ->': 70, 'CLOSE -> ->': 69, 'FIN_WAIT2 -> ->': 58, '443 -> CLOSE': 25, '443 -> ESTABLISHED': 23, 'CLOSING -> ->': 12, 'CLOSE_WAIT -> ->': 7, '443 -> FIN_WAIT1': 2, '443 -> FIN_WAIT2': 2, '443 -> CLOSE_WAIT': 1, 'LAST_ACK -> ->': 1, '443 -> SYN_SENT': 1}",4,56,100,23,1
importantpackage-0.1.24.tar.gz,364,14,113,"{'SYN_SENT -> ->': 82, 'ESTABLISHED -> ->': 59, 'CLOSE -> ->': 58, 'FIN_WAIT1 -> ->': 55, 'FIN_WAIT2 -> ->': 45, '443 -> CLOSE': 25, '443 -> ESTABLISHED': 16, 'CLOSING -> ->': 10, 'CLOSE_WAIT -> ->': 7, '443 -> FIN_WAIT1': 2, '443 -> FIN_WAIT2': 2, '443 -> CLOSE_WAIT': 1, 'LAST_ACK -> ->': 1, '443 -> SYN_SENT': 1}",4,48,88,23,1
importantpackage-0.1.25.tar.gz,364,13,103,"{'SYN_SENT -> ->': 79, 'FIN_WAIT1 -> ->': 58, 'ESTABLISHED -> ->': 55, 'CLOSE -> ->': 54, 'FIN_WAIT2 -> ->': 46, '443 -> CLOSE': 26, '443 -> ESTABLISHED': 22, 'CLOSING -> ->': 10, 'CLOSE_WAIT -> ->': 7, '443 -> FIN_WAIT1': 2, '443 -> FIN_WAIT2': 2, '443 -> CLOSE_WAIT': 1, 'LAST_ACK -> ->': 1, '443 -> SYN_SENT': 1}",4,53,84,22,1
importantpackage-0.1.26.tar.gz,291,12,84,"{'SYN_SENT -> ->': 68, 'ESTABLISHED -> ->': 46, 'CLOSE -> ->': 45, 'FIN_WAIT1 -> ->': 40, 'FIN_WAIT2 -> ->': 32, '443 -> CLOSE': 24, '443 -> ESTABLISHED': 14, 'CLOSING -> ->': 8, 'CLOSE_WAIT -> ->': 7, '443 -> FIN_WAIT1': 2, '443 -> FIN_WAIT2': 2, '443 -> CLOSE_WAIT': 1, 'LAST_ACK -> ->': 1, '443 -> SYN_SENT': 1}",4,43,72,20,1
importantpackage-0.1.27.tar.gz,291,11,74,"{'SYN_SENT -> ->': 63, 'FIN_WAIT1 -> ->': 45, 'ESTABLISHED -> ->': 41, 'CLOSE -> ->': 40, 'FIN_WAIT2 -> ->': 34, '443 -> CLOSE': 24, '443 -> ESTABLISHED': 21, 'CLOSING -> ->': 9, 'CLOSE_WAIT -> ->': 7, '443 -> FIN_WAIT1': 2, '443 -> FIN_WAIT2': 2, '443 -> CLOSE_WAIT': 1, 'LAST_ACK -> ->': 1, '443 -> SYN_SENT': 1}",4,51,69,21,1
importantpackage-0.1.28.tar.gz,218,8,66,"{'SYN_SENT -> ->': 47, 'CLOSE -> ->': 36, 'ESTABLISHED -> ->': 36, 'FIN_WAIT1 -> ->': 33, 'FIN_WAIT2 -> ->': 25, '443 -> ESTABLISHED': 12, '443 -> CLOSE': 11, 'CLOSING -> ->': 7, 'CLOSE_WAIT -> ->': 7, '443 -> FIN_WAIT1': 2, '443 -> FIN_WAIT2': 2}",3,33,51,14,1
importantpackage-0.1.29.tar.gz,218,10,58,"{'SYN_SENT -> ->': 49, 'ESTABLISHED -> ->': 33, 'CLOSE -> ->': 32, 'FIN_WAIT1 -> ->': 31, 'FIN_WAIT2 -> ->': 23, '443 -> CLOSE': 18, '443 -> ESTABLISHED': 12, 'CLOSING -> ->': 8, 'CLOSE_WAIT -> ->': 7, '443 -> FIN_WAIT1': 1, '443 -> FIN_WAIT2': 1, '443 -> CLOSE_WAIT': 1, 'LAST_ACK -> ->': 1, '443 -> SYN_SENT': 1}",4,37,54,18,1
importantpackage-0.1.30.tar.gz,218,10,50,"{'SYN_SENT -> ->': 50, 'FIN_WAIT1 -> ->': 31, 'ESTABLISHED -> ->': 29, 'CLOSE -> ->': 28, '443 -> CLOSE': 23, 'FIN_WAIT2 -> ->': 21, '443 -> ESTABLISHED': 16, 'CLOSING -> ->': 8, 'CLOSE_WAIT -> ->': 7, '443 -> FIN_WAIT1': 1, '443 -> FIN_WAIT2': 1, '443 -> CLOSE_WAIT': 1, 'LAST_ACK -> ->': 1, '443 -> SYN_SENT': 1}",4,41,55,19,1
importantpackage-0.2.1.tar.gz,145,9,42,"{'SYN_SENT -> ->': 31, 'ESTABLISHED -> ->': 24, 'CLOSE -> ->': 23, 'FIN_WAIT1 -> ->': 19, 'FIN_WAIT2 -> ->': 13, '443 -> CLOSE': 10, 'CLOSE_WAIT -> ->': 7, '443 -> ESTABLISHED': 7, 'CLOSING -> ->': 6, '443 -> FIN_WAIT1': 1, '443 -> FIN_WAIT2': 1, '443 -> CLOSE_WAIT': 1, 'LAST_ACK -> ->': 1, '443 -> SYN_SENT': 1}",4,24,35,11,1
importantpackage-0.2.2.tar.gz,145,9,34,"{'SYN_SENT -> ->': 36, 'ESTABLISHED -> ->': 20, 'CLOSE -> ->': 19, '443 -> CLOSE': 18, 'FIN_WAIT1 -> ->': 17, 'FIN_WAIT2 -> ->': 11, '443 -> ESTABLISHED': 8, 'CLOSE_WAIT -> ->': 7, 'CLOSING -> ->': 6, '443 -> CLOSE_WAIT': 1, 'LAST_ACK -> ->': 1, '443 -> SYN_SENT': 1}",3,28,40,14,1
importantpackage-0.2.3.tar.gz,145,9,26,"{'SYN_SENT -> ->': 32, 'FIN_WAIT1 -> ->': 21, '443 -> CLOSE': 18, 'ESTABLISHED -> ->': 16, 'CLOSE -> ->': 15, '443 -> ESTABLISHED': 14, 'FIN_WAIT2 -> ->': 12, 'CLOSE_WAIT -> ->': 7, 'CLOSING -> ->': 7, '443 -> CLOSE_WAIT': 1, 'LAST_ACK -> ->': 1, '443 -> SYN_SENT': 1}",3,33,37,14,1
importantpackage-0.2.4.tar.gz,72,7,10,"{'SYN_SENT -> ->': 14, 'FIN_WAIT1 -> ->': 11, 'ESTABLISHED -> ->': 9, 'CLOSE -> ->': 8, '443 -> ESTABLISHED': 7, 'CLOSING -> ->': 6, '443 -> CLOSE': 6, 'FIN_WAIT2 -> ->': 5, 'CLOSE_WAIT -> ->': 4, '443 -> CLOSE_WAIT': 1, 'LAST_ACK -> ->': 1}",2,19,18,9,1
importlib_metadate-99.99.tar.gz,218,10,86,"{'FIN_WAIT1 -> ->': 42, 'SYN_SENT -> ->': 40, 'FIN_WAIT2 -> ->': 39, 'CLOSE -> ->': 38, 'ESTABLISHED -> ->': 38, '443 -> ESTABLISHED': 7, '443 -> CLOSE': 5, 'CLOSING -> ->': 3, '443 -> SYN_SENT': 2, '443 -> FIN_WAIT1': 2, '443 -> FIN_WAIT2': 2}",3,24,48,12,1
importlib-metadata,793,8,265,"{'SYN_SENT -> ->': 157, 'FIN_WAIT1 -> ->': 157, 'FIN_WAIT2 -> ->': 144, 'ESTABLISHED -> ->': 138, 'CLOSE -> ->': 135, '443 -> CLOSE': 23, '443 -> ESTABLISHED': 22, 'CLOSING -> ->': 9, 'CLOSE_WAIT -> ->': 5, 'LAST_ACK -> ->': 3}",2,50,173,16,0
importlib-resources,290,14,114,"{'ESTABLISHED -> ->': 60, 'CLOSE -> ->': 59, 'SYN_SENT -> ->': 58, 'FIN_WAIT1 -> ->': 48, 'FIN_WAIT2 -> ->': 46, 'CLOSE_WAIT -> ->': 9, 'LAST_ACK -> ->': 8, 'CLOSING -> ->': 2}",1,13,61,2,0
importscraper-0.9.0-py3-none-any.tar.gz,218,10,84,"{'FIN_WAIT1 -> ->': 44, 'FIN_WAIT2 -> ->': 40, 'SYN_SENT -> ->': 39, 'CLOSE -> ->': 37, 'ESTABLISHED -> ->': 37, '443 -> ESTABLISHED': 9, '443 -> CLOSE': 5, 'CLOSING -> ->': 3, '443 -> SYN_SENT': 2, '443 -> FIN_WAIT1': 1, '443 -> FIN_WAIT2': 1}",3,26,49,12,1
imreplace,143,8,39,"{'SYN_SENT -> ->': 32, 'ESTABLISHED -> ->': 27, 'CLOSE -> ->': 21, 'FIN_WAIT1 -> ->': 20, 'FIN_WAIT2 -> ->': 19, '443 -> CLOSE': 11, '443 -> CLOSE_WAIT': 5, 'LAST_ACK -> ->': 3, 'CLOSE_WAIT -> ->': 2, '443 -> ESTABLISHED': 2, 'CLOSING -> ->': 1}",2,26,40,14,0
imspy-connector,0,0,0,{},0,0,0,0,0
inbm-lib-14543.5.2.tar.gz,863,19,108,"{'FIN_WAIT1 -> ->': 197, 'SYN_SENT -> ->': 194, '443 -> CLOSE': 141, '443 -> ESTABLISHED': 127, 'ESTABLISHED -> ->': 65, 'FIN_WAIT2 -> ->': 55, 'CLOSE -> ->': 54, 'LAST_ACK -> ->': 12, '443 -> CLOSE_WAIT': 10, '443 -> FIN_WAIT1': 3, 'CLOSE_WAIT -> ->': 3, 'CLOSING -> ->': 2}",3,160,249,10,1
IncapError-7.0.0.tar.gz,863,18,105,"{'SYN_SENT -> ->': 197, 'FIN_WAIT1 -> ->': 192, '443 -> CLOSE': 145, '443 -> ESTABLISHED': 129, 'ESTABLISHED -> ->': 64, 'FIN_WAIT2 -> ->': 54, 'CLOSE -> ->': 52, 'LAST_ACK -> ->': 12, '443 -> CLOSE_WAIT': 10, '443 -> FIN_WAIT1': 3, 'CLOSE_WAIT -> ->': 3, 'CLOSING -> ->': 2}",3,162,247,10,1
incomevis,800,8,280,"{'SYN_SENT -> ->': 166, 'FIN_WAIT1 -> ->': 152, 'CLOSE -> ->': 150, 'FIN_WAIT2 -> ->': 148, 'ESTABLISHED -> ->': 146, '443 -> CLOSE': 17, '443 -> ESTABLISHED': 11, 'CLOSE_WAIT -> ->': 4, 'LAST_ACK -> ->': 4, '443 -> SYN_SENT': 1, '443 -> FIN_WAIT1': 1}",2,37,168,14,0
incrivelsim-0.0.1.tar.gz,145,10,57,"{'FIN_WAIT1 -> ->': 29, 'FIN_WAIT2 -> ->': 27, 'CLOSE -> ->': 26, 'SYN_SENT -> ->': 26, 'ESTABLISHED -> ->': 25, '443 -> ESTABLISHED': 5, '443 -> CLOSE': 2, 'CLOSING -> ->': 2, '443 -> SYN_SENT': 1, '443 -> FIN_WAIT1': 1, '443 -> FIN_WAIT2': 1}",3,18,34,9,1
inda-1.0.tar.gz,145,10,58,"{'FIN_WAIT1 -> ->': 28, 'SYN_SENT -> ->': 26, 'CLOSE -> ->': 26, 'ESTABLISHED -> ->': 26, 'FIN_WAIT2 -> ->': 25, '443 -> ESTABLISHED': 5, '443 -> CLOSE': 2, 'CLOSING -> ->': 2, '443 -> FIN_WAIT1': 2, '443 -> FIN_WAIT2': 2, '443 -> SYN_SENT': 1}",3,19,34,10,1
indiatools,3194,7,832,"{'SYN_SENT -> ->': 642, 'FIN_WAIT1 -> ->': 588, 'FIN_WAIT2 -> ->': 511, 'ESTABLISHED -> ->': 466, 'CLOSE -> ->': 441, '443 -> CLOSE': 146, '443 -> ESTABLISHED': 143, 'CLOSING -> ->': 68, 'LAST_ACK -> ->': 45, '8080 -> CLOSE': 33, 'CLOSE_WAIT -> ->': 30, '80 -> CLOSE': 22, '8080 -> CLOSE_WAIT': 20, '80 -> ESTABLISHED': 20, '8080 -> ESTABLISHED': 15, '80 -> CLOSE_WAIT': 2, '443 -> CLOSE_WAIT': 2}",2,272,643,54,0
infer,218,11,88,"{'CLOSE -> ->': 44, 'SYN_SENT -> ->': 44, 'ESTABLISHED -> ->': 44, 'FIN_WAIT1 -> ->': 42, 'FIN_WAIT2 -> ->': 41, 'CLOSING -> ->': 1, 'CLOSE_WAIT -> ->': 1, 'LAST_ACK -> ->': 1}",1,7,45,2,0
infercode,291,5,88,"{'SYN_SENT -> ->': 60, 'FIN_WAIT1 -> ->': 54, 'CLOSE -> ->': 49, 'FIN_WAIT2 -> ->': 48, 'ESTABLISHED -> ->': 46, '443 -> ESTABLISHED': 12, '443 -> CLOSE': 11, 'CLOSING -> ->': 5, 'LAST_ACK -> ->': 3, 'CLOSE_WAIT -> ->': 2, '443 -> CLOSE_WAIT': 1}",2,37,68,17,0
inflection,287,10,36,"{'SYN_SENT -> ->': 57, 'FIN_WAIT1 -> ->': 49, 'FIN_WAIT2 -> ->': 43, '443 -> CLOSE': 38, '443 -> ESTABLISHED': 33, 'ESTABLISHED -> ->': 24, 'CLOSE -> ->': 22, 'LAST_ACK -> ->': 5, '443 -> FIN_WAIT1': 3, '443 -> FIN_WAIT2': 3, 'CLOSE_WAIT -> ->': 3, '443 -> SYN_SENT': 2, 'CLOSING -> ->': 2, '443 -> CLOSE_WAIT': 2, '34.107.243.93 -> 443': 1}",4,64,66,21,0
infocircle,290,7,64,"{'FIN_WAIT1 -> ->': 58, 'SYN_SENT -> ->': 55, 'FIN_WAIT2 -> ->': 50, 'ESTABLISHED -> ->': 36, 'CLOSE -> ->': 32, '443 -> CLOSE': 24, '443 -> ESTABLISHED': 23, 'CLOSING -> ->': 7, 'CLOSE_WAIT -> ->': 2, 'LAST_ACK -> ->': 2, '443 -> SYN_SENT': 1}",2,54,68,20,0
infoglmi-0.0.1.tar.gz,577,18,53,"{'FIN_WAIT1 -> ->': 144, 'SYN_SENT -> ->': 127, '443 -> CLOSE': 99, '443 -> ESTABLISHED': 89, 'ESTABLISHED -> ->': 37, 'FIN_WAIT2 -> ->': 30, 'CLOSE -> ->': 28, 'LAST_ACK -> ->': 10, '443 -> CLOSE_WAIT': 8, 'CLOSE_WAIT -> ->': 2, 'CLOSING -> ->': 2, '443 -> FIN_WAIT1': 1}",3,115,193,10,1
infoglmi-0.0.3.tar.gz,577,17,52,"{'FIN_WAIT1 -> ->': 142, 'SYN_SENT -> ->': 126, '443 -> CLOSE': 101, '443 -> ESTABLISHED': 90, 'ESTABLISHED -> ->': 38, 'FIN_WAIT2 -> ->': 31, 'CLOSE -> ->': 26, 'LAST_ACK -> ->': 10, '443 -> CLOSE_WAIT': 8, 'CLOSE_WAIT -> ->': 2, 'CLOSING -> ->': 2, '443 -> FIN_WAIT1': 1}",3,116,196,10,1
infoglmi-0.0.4.tar.gz,791,18,97,"{'FIN_WAIT1 -> ->': 181, 'SYN_SENT -> ->': 177, '443 -> CLOSE': 131, '443 -> ESTABLISHED': 117, 'ESTABLISHED -> ->': 59, 'CLOSE -> ->': 49, 'FIN_WAIT2 -> ->': 49, 'LAST_ACK -> ->': 12, '443 -> CLOSE_WAIT': 10, 'CLOSE_WAIT -> ->': 3, 'CLOSING -> ->': 2, '443 -> FIN_WAIT1': 1}",3,147,228,9,1
infoglmi-0.0.5.tar.gz,647,18,67,"{'FIN_WAIT1 -> ->': 155, 'SYN_SENT -> ->': 143, '443 -> CLOSE': 109, '443 -> ESTABLISHED': 100, 'ESTABLISHED -> ->': 45, 'FIN_WAIT2 -> ->': 38, 'CLOSE -> ->': 34, 'LAST_ACK -> ->': 10, '443 -> CLOSE_WAIT': 8, 'CLOSE_WAIT -> ->': 2, 'CLOSING -> ->': 2, '443 -> FIN_WAIT1': 1}",3,127,203,10,1
infoglmi-0.0.6.tar.gz,719,18,83,"{'FIN_WAIT1 -> ->': 168, 'SYN_SENT -> ->': 161, '443 -> CLOSE': 118, '443 -> ESTABLISHED': 108, 'ESTABLISHED -> ->': 53, 'FIN_WAIT2 -> ->': 46, 'CLOSE -> ->': 42, 'LAST_ACK -> ->': 10, '443 -> CLOSE_WAIT': 8, 'CLOSE_WAIT -> ->': 2, 'CLOSING -> ->': 2, '443 -> FIN_WAIT1': 1}",3,134,213,10,1
infoglmi-0.0.7.tar.gz,719,18,80,"{'FIN_WAIT1 -> ->': 164, 'SYN_SENT -> ->': 163, '443 -> CLOSE': 122, '443 -> ESTABLISHED': 110, 'ESTABLISHED -> ->': 52, 'FIN_WAIT2 -> ->': 45, 'CLOSE -> ->': 40, 'LAST_ACK -> ->': 10, '443 -> CLOSE_WAIT': 8, 'CLOSE_WAIT -> ->': 2, 'CLOSING -> ->': 2, '443 -> FIN_WAIT1': 1}",3,137,218,10,1
infoglmi-0.0.8.tar.gz,648,18,66,"{'FIN_WAIT1 -> ->': 153, 'SYN_SENT -> ->': 145, '443 -> CLOSE': 111, '443 -> ESTABLISHED': 101, 'ESTABLISHED -> ->': 44, 'FIN_WAIT2 -> ->': 37, 'CLOSE -> ->': 34, 'LAST_ACK -> ->': 10, '443 -> CLOSE_WAIT': 8, 'CLOSE_WAIT -> ->': 2, 'CLOSING -> ->': 2, '443 -> FIN_WAIT1': 1}",3,128,207,10,1
infogram,1381,7,400,"{'SYN_SENT -> ->': 276, 'FIN_WAIT1 -> ->': 272, 'FIN_WAIT2 -> ->': 246, 'CLOSE -> ->': 216, 'ESTABLISHED -> ->': 211, '443 -> ESTABLISHED': 65, '443 -> CLOSE': 55, 'CLOSING -> ->': 18, 'CLOSE_WAIT -> ->': 6, 'LAST_ACK -> ->': 6, '80 -> CLOSE': 5, '80 -> ESTABLISHED': 5}",2,120,290,36,0
infohydra-7.67.tar.gz,0,0,0,{},0,0,0,0,1
infoind,72,4,10,"{'SYN_SENT -> ->': 16, '443 -> CLOSE': 12, 'FIN_WAIT1 -> ->': 10, 'ESTABLISHED -> ->': 9, 'FIN_WAIT2 -> ->': 9, 'CLOSE -> ->': 5, '443 -> ESTABLISHED': 4, 'LAST_ACK -> ->': 3, '443 -> CLOSE_WAIT': 2, 'CLOSE_WAIT -> ->': 1, 'CLOSING -> ->': 1}",2,21,23,11,0
infoindia,218,4,70,"{'SYN_SENT -> ->': 45, 'FIN_WAIT1 -> ->': 40, 'ESTABLISHED -> ->': 38, 'FIN_WAIT2 -> ->': 38, 'CLOSE -> ->': 36, '443 -> CLOSE': 9, '443 -> ESTABLISHED': 5, 'CLOSING -> ->': 2, 'LAST_ACK -> ->': 2, '443 -> CLOSE_WAIT': 2, 'CLOSE_WAIT -> ->': 1}",2,20,51,9,0
infoint-8.20.tar.gz,0,0,0,{},0,0,0,0,1
infolib,363,4,118,"{'SYN_SENT -> ->': 72, 'FIN_WAIT1 -> ->': 71, 'FIN_WAIT2 -> ->': 69, 'CLOSE -> ->': 61, 'ESTABLISHED -> ->': 61, '443 -> CLOSE': 11, '443 -> ESTABLISHED': 10, '80 -> ESTABLISHED': 2, 'CLOSE_WAIT -> ->': 2, 'LAST_ACK -> ->': 2, 'CLOSING -> ->': 2}",2,30,80,13,0
infonvidia-3.63.tar.gz,0,0,0,{},0,0,0,0,1
infoosint-5.29.tar.gz,0,0,0,{},0,0,0,0,1
infopaypal-10.91.tar.gz,437,16,157,"{'SYN_SENT -> ->': 86, 'FIN_WAIT1 -> ->': 84, 'FIN_WAIT2 -> ->': 75, 'CLOSE -> ->': 73, 'ESTABLISHED -> ->': 72, '443 -> CLOSE': 17, '443 -> ESTABLISHED': 16, 'CLOSING -> ->': 9, '443 -> SYN_SENT': 2, '443 -> FIN_WAIT1': 1, '443 -> FIN_WAIT2': 1, '80 -> SYN_SENT': 1}",4,38,95,18,1
infoping-3.83.tar.gz,437,16,156,"{'SYN_SENT -> ->': 86, 'FIN_WAIT1 -> ->': 84, 'FIN_WAIT2 -> ->': 75, 'CLOSE -> ->': 72, 'ESTABLISHED -> ->': 72, '443 -> CLOSE': 18, '443 -> ESTABLISHED': 16, 'CLOSING -> ->': 9, '443 -> SYN_SENT': 2, '443 -> FIN_WAIT1': 1, '443 -> FIN_WAIT2': 1, '80 -> SYN_SENT': 1}",4,39,95,19,1
infopkg,576,5,175,"{'SYN_SENT -> ->': 112, 'FIN_WAIT1 -> ->': 112, 'FIN_WAIT2 -> ->': 108, 'ESTABLISHED -> ->': 96, 'CLOSE -> ->': 89, '443 -> CLOSE': 23, '443 -> ESTABLISHED': 22, 'LAST_ACK -> ->': 5, 'CLOSE_WAIT -> ->': 4, 'CLOSING -> ->': 4, '443 -> CLOSE_WAIT': 1}",2,45,126,15,0
inform,503,6,154,"{'SYN_SENT -> ->': 100, 'FIN_WAIT1 -> ->': 96, 'FIN_WAIT2 -> ->': 89, 'CLOSE -> ->': 84, 'ESTABLISHED -> ->': 83, '443 -> ESTABLISHED': 18, '443 -> CLOSE': 16, 'CLOSING -> ->': 7, 'CLOSE_WAIT -> ->': 5, 'LAST_ACK -> ->': 5}",2,45,107,17,0
infostat,431,6,134,"{'SYN_SENT -> ->': 84, 'FIN_WAIT1 -> ->': 83, 'FIN_WAIT2 -> ->': 76, 'ESTABLISHED -> ->': 73, 'CLOSE -> ->': 71, '443 -> CLOSE': 14, '443 -> ESTABLISHED': 14, 'CLOSING -> ->': 7, 'LAST_ACK -> ->': 5, 'CLOSE_WAIT -> ->': 4}",2,39,94,16,0
infostore,145,4,55,"{'SYN_SENT -> ->': 31, 'CLOSE -> ->': 30, 'FIN_WAIT1 -> ->': 27, 'ESTABLISHED -> ->': 25, 'FIN_WAIT2 -> ->': 25, '443 -> ESTABLISHED': 2, 'CLOSING -> ->': 2, '443 -> CLOSE': 2, 'LAST_ACK -> ->': 1}",2,13,36,6,0
infosys-0.1.0.tar.gz,364,15,132,"{'SYN_SENT -> ->': 72, 'FIN_WAIT1 -> ->': 69, 'CLOSE -> ->': 61, 'FIN_WAIT2 -> ->': 61, 'ESTABLISHED -> ->': 59, '443 -> CLOSE': 15, '443 -> ESTABLISHED': 14, 'CLOSING -> ->': 8, '443 -> SYN_SENT': 2, '443 -> FIN_WAIT1': 1, '443 -> FIN_WAIT2': 1, '80 -> SYN_SENT': 1}",4,34,81,16,1
infotr,290,6,106,"{'SYN_SENT -> ->': 58, 'CLOSE -> ->': 56, 'ESTABLISHED -> ->': 56, 'FIN_WAIT1 -> ->': 54, 'FIN_WAIT2 -> ->': 50, '443 -> ESTABLISHED': 4, 'CLOSING -> ->': 4, 'CLOSE_WAIT -> ->': 3, 'LAST_ACK -> ->': 3, '443 -> CLOSE': 2}",2,17,62,6,0
infrasys,431,6,136,"{'SYN_SENT -> ->': 84, 'FIN_WAIT1 -> ->': 83, 'FIN_WAIT2 -> ->': 76, 'CLOSE -> ->': 73, 'ESTABLISHED -> ->': 73, '443 -> ESTABLISHED': 14, '443 -> CLOSE': 12, 'CLOSING -> ->': 7, 'LAST_ACK -> ->': 5, 'CLOSE_WAIT -> ->': 4}",2,39,92,16,0
ingram,720,18,275,"{'CLOSE -> ->': 147, 'SYN_SENT -> ->': 145, 'ESTABLISHED -> ->': 144, 'FIN_WAIT1 -> ->': 132, 'FIN_WAIT2 -> ->': 131, 'CLOSE_WAIT -> ->': 11, 'LAST_ACK -> ->': 9, 'CLOSING -> ->': 1}",1,14,146,2,0
iniconfig,145,12,43,"{'ESTABLISHED -> ->': 29, 'CLOSE -> ->': 28, 'SYN_SENT -> ->': 28, 'FIN_WAIT1 -> ->': 28, 'FIN_WAIT2 -> ->': 25, 'CLOSE_WAIT -> ->': 4, 'CLOSING -> ->': 2, 'LAST_ACK -> ->': 1}",1,12,32,2,0
initialize,144,4,26,"{'SYN_SENT -> ->': 32, 'FIN_WAIT1 -> ->': 24, 'FIN_WAIT2 -> ->': 21, '443 -> CLOSE': 18, 'ESTABLISHED -> ->': 16, 'CLOSE -> ->': 14, '443 -> ESTABLISHED': 11, 'LAST_ACK -> ->': 3, 'CLOSING -> ->': 2, '443 -> CLOSE_WAIT': 2, 'CLOSE_WAIT -> ->': 1}",2,30,36,13,0
initializers-0.0.1-py3-none-any.tar.gz,364,15,130,"{'FIN_WAIT1 -> ->': 71, 'SYN_SENT -> ->': 70, 'FIN_WAIT2 -> ->': 62, 'CLOSE -> ->': 59, 'ESTABLISHED -> ->': 59, '443 -> ESTABLISHED': 15, '443 -> CLOSE': 15, 'CLOSING -> ->': 8, '443 -> SYN_SENT': 2, '443 -> FIN_WAIT1': 1, '443 -> FIN_WAIT2': 1, '80 -> SYN_SENT': 1}",4,35,79,16,1
initpro,1516,10,406,"{'SYN_SENT -> ->': 307, 'FIN_WAIT1 -> ->': 284, 'FIN_WAIT2 -> ->': 246, 'ESTABLISHED -> ->': 225, 'CLOSE -> ->': 222, '443 -> CLOSE': 86, '443 -> ESTABLISHED': 76, 'CLOSING -> ->': 36, 'LAST_ACK -> ->': 16, 'CLOSE_WAIT -> ->': 15, '443 -> CLOSE_WAIT': 2, '443 -> SYN_SENT': 1}",2,140,312,44,0
inject-emoji,1451,9,292,"{'SYN_SENT -> ->': 284, 'FIN_WAIT1 -> ->': 273, 'FIN_WAIT2 -> ->': 244, 'ESTABLISHED -> ->': 169, 'CLOSE -> ->': 167, '443 -> ESTABLISHED': 118, '443 -> CLOSE': 113, 'CLOSE_WAIT -> ->': 24, 'LAST_ACK -> ->': 22, 'CLOSING -> ->': 19, '80 -> ESTABLISHED': 11, '80 -> CLOSE': 5, '443 -> CLOSE_WAIT': 2}",2,189,303,45,0
inject-it,143,3,57,"{'SYN_SENT -> ->': 29, 'CLOSE -> ->': 29, 'ESTABLISHED -> ->': 28, 'FIN_WAIT1 -> ->': 28, 'FIN_WAIT2 -> ->': 28, '443 -> CLOSE': 1}",2,10,31,2,0
injector,288,5,80,"{'SYN_SENT -> ->': 57, 'FIN_WAIT1 -> ->': 55, 'FIN_WAIT2 -> ->': 49, 'CLOSE -> ->': 44, 'ESTABLISHED -> ->': 44, '443 -> ESTABLISHED': 14, '443 -> CLOSE': 13, 'CLOSING -> ->': 6, 'CLOSE_WAIT -> ->': 3, 'LAST_ACK -> ->': 3}",2,33,62,12,0
inject-rem-0.0.1.tar.gz,364,14,130,"{'SYN_SENT -> ->': 72, 'FIN_WAIT1 -> ->': 70, 'FIN_WAIT2 -> ->': 62, 'CLOSE -> ->': 59, 'ESTABLISHED -> ->': 59, '443 -> CLOSE': 17, '443 -> ESTABLISHED': 14, 'CLOSING -> ->': 8, '443 -> SYN_SENT': 2, '80 -> SYN_SENT': 1}",3,35,80,16,1
innerPrinter,1822,17,633,"{'SYN_SENT -> ->': 355, 'FIN_WAIT1 -> ->': 346, 'ESTABLISHED -> ->': 345, 'FIN_WAIT2 -> ->': 339, 'CLOSE -> ->': 335, 'CLOSE_WAIT -> ->': 24, 'LAST_ACK -> ->': 23, '443 -> ESTABLISHED': 22, '443 -> CLOSE': 20, 'CLOSING -> ->': 6, '80 -> ESTABLISHED': 4, '80 -> CLOSE': 2, '443 -> SYN_SENT': 1}",2,62,374,23,0
insanepackage217234234242423442983-1.0.0.tar.gz,291,13,112,"{'FIN_WAIT1 -> ->': 57, 'SYN_SENT -> ->': 55, 'FIN_WAIT2 -> ->': 51, 'CLOSE -> ->': 50, 'ESTABLISHED -> ->': 50, '443 -> CLOSE': 10, '443 -> ESTABLISHED': 9, 'CLOSING -> ->': 6, '443 -> SYN_SENT': 2, '80 -> SYN_SENT': 1}",3,27,64,14,1
insanepackage21724342386744243242983-1.0.0.tar.gz,291,12,112,"{'SYN_SENT -> ->': 57, 'FIN_WAIT1 -> ->': 56, 'CLOSE -> ->': 51, 'FIN_WAIT2 -> ->': 50, 'ESTABLISHED -> ->': 49, '443 -> CLOSE': 10, '443 -> ESTABLISHED': 9, 'CLOSING -> ->': 6, '443 -> SYN_SENT': 2, '80 -> SYN_SENT': 1}",3,28,66,14,1
insanepackage217424422342983-1.0.0.tar.gz,291,13,110,"{'FIN_WAIT1 -> ->': 57, 'SYN_SENT -> ->': 56, 'CLOSE -> ->': 49, 'ESTABLISHED -> ->': 49, 'FIN_WAIT2 -> ->': 49, '443 -> CLOSE': 11, '443 -> ESTABLISHED': 10, 'CLOSING -> ->': 7, '443 -> SYN_SENT': 2, '80 -> SYN_SENT': 1}",3,30,65,15,1
